[00:00:33.320 --> 00:00:36.740]   Thank you.
[01:31:38.000 --> 01:31:49.000]   As I remember now, sitting now in the cathedral, in the church, they have brought the casket in after Marissa has read her poem. And Forrest is sitting there beside me and the ceremony is going on.
[01:31:49.000 --> 01:32:00.000]   And the priest is saying, "And I implore you, do not grieve and mourn for Anne today, but rejoice and celebrate." And Forrest is going, "Dad, I gotta pee. I gotta pee. I gotta pee so bad, Dad."
[01:32:00.000 --> 01:32:12.000]   I said, "Good. Let's get out of here. We'll go to the men's room. I gotta go too." So we go back into the men's room and they are, of all things, broadcasting the ceremony over speakers in the men's room. We can't get away from it.
[01:32:12.000 --> 01:32:24.000]   "From this land of shadows into the glorious light you will pass in." And I, we're having the pee contest we used to have to see who can finish first. Of course, Forrest always wins because my bladder is much larger.
[01:32:24.000 --> 01:32:43.000]   But we're going at it and all of a sudden he looks over and goes, "Whoa, Dad, look at your penis." And I go, "Yeah, it's 56 years old and it's really been around." And he goes, "56 years old and it's not even a person."
[01:32:43.000 --> 01:33:03.000]   And I just feel such love for this child at this moment. Such love that I can't let it in, that it's too painful. Instead I see the epitaph go across the top of my skull, another one from that historic cemetery that reads, "It's a fearful thing to love what death can touch."
[01:33:03.000 --> 01:33:19.000]   And it occurs to me that the greatest horror I could imagine is to fall dead there on that floor. And some part of me still floating up above, held by the gravity of love, not able to escape the earth but looking back above Forrest and not able to touch him, would be a version of hell.
[01:33:19.000 --> 01:33:35.000]   And I reach down and I grab him and hold him and I think, "Oh, Forrest, child light of my life, even now as I hold you, I can feel time tearing you away."
[01:33:35.000 --> 01:33:53.000]   Ah, Theo. He's awake and Kathy's asleep. That means I go get to pick him out of the crib. And I go in and I lift him up and I feel that blessed weight again. Oh, Theo, Theo, my necessary anchor to the earth.
[01:33:53.000 --> 01:34:11.000]   And I take him in and put him down beside Kathy and he bellies up to the milk bar and begins to tank up. And I'm lying there with him between us and he's kicking me. He's kicking me. And I'm going to sleep being kicked by my son.
[01:34:11.000 --> 01:34:13.000]   Thank you for coming.
